best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;38.0;31.0;10.0;10.0;8.0;4.0;2.0;3.0;56.0;19.52;LL;U;;200615;AUS;Alexei Popyrin;123.0;450.0;;280;80.0;R32;7-6(6) 6-3;Hard;20190211;2019-0424;A;New York;40.0;32.0;19.0;11.0;3.0;4.0;3.0;4.0;67.0;35.69;;R;188.0;104198;ESP;Guillermo Garcia Lopez;102.0;547.0;;1
3;22.0;14.0;10.0;5.0;2.0;9.0;7.0;2.0;46.0;28.31;;R;178.0;105453;JPN;Kei Nishikori;22.0;1835.0;14.0;284;46.0;R32;6-3 0-0 RET;Clay;20180423;2018-0425;A;Barcelona;13.0;11.0;6.0;4.0;1.0;0.0;0.0;0.0;21.0;34.89;;R;188.0;104198;ESP;Guillermo Garcia Lopez;69.0;789.0;;1
3;32.0;27.0;11.0;9.0;4.0;2.0;2.0;0.0;51.0;27.77;Q;R;181.0;105379;SLO;Aljaz Bedene;68.0;718.0;;298;77.0;SF;6-2 6-4;Clay;20170424;2017-7648;A;Budapest;29.0;16.0;14.0;9.0;1.0;6.0;3.0;1.0;54.0;21.89;Q;R;;111513;SRB;Laslo Djere;184.0;294.0;;0
3;37.0;25.0;12.0;9.0;4.0;5.0;3.0;2.0;64.0;24.57;Q;R;;106216;USA;Bjorn Fratangelo;109.0;523.0;;280;71.0;R32;6-4 6-3;Hard;20180212;2018-0424;A;New York;37.0;32.0;8.0;10.0;1.0;0.0;0.0;0.0;48.0;28.25;;R;;105430;MDA;Radu Albot;91.0;608.0;;1
3;27.0;19.0;20.0;10.0;2.0;1.0;0.0;2.0;55.0;18.34;;U;;207139;THA;Palaphoom Kovapitukted;1378.0;3.0;;5;71.0;RR;6-4 6-3;Clay;20180407;2018-M-DC-2018-G2-AO-M-THA-PHI-01;D;Davis Cup G2 R2: THA vs PHI;32.0;19.0;13.0;9.0;0.0;6.0;3.0;0.0;54.0;18.78;;U;;200460;PHI;John Bryan Decasa Otico;;;;0
3;21.0;19.0;14.0;8.0;4.0;2.0;2.0;1.0;44.0;27.16;;R;188.0;105449;USA;Steve Johnson;26.0;1370.0;5.0;289;68.0;R16;6-4 6-1;Hard;20170220;2017-0499;A;Delray Beach;36.0;21.0;8.0;9.0;0.0;8.0;4.0;4.0;54.0;21.4;;L;;106415;JPN;Yoshihito Nishioka;91.0;609.0;;0
5;77.0;50.0;14.0;19.0;10.0;16.0;7.0;3.0;118.0;27.68;;R;190.0;104918;GBR;Andy Murray;6.0;4675.0;6.0;127;219.0;F;7-6(5) 6-7(4) 6-3 6-0;Hard;20150119;2015-580;G;Australian Open;81.0;48.0;34.0;20.0;9.0;12.0;7.0;1.0;136.0;27.66;;R;188.0;104925;SRB;Novak Djokovic;1.0;11405.0;1.0;1
3;14.0;4.0;8.0;7.0;1.0;6.0;1.0;3.0;32.0;22.37;;R;;111513;SRB;Laslo Djere;90.0;583.0;;292;45.0;R16;6-1 6-1;Hard;20171016;2017-M014;A;Moscow;24.0;20.0;10.0;7.0;6.0;0.0;0.0;2.0;39.0;26.26;Q;R;;105806;BIH;Mirza Basic;209.0;247.0;;1
3;56.0;38.0;17.0;14.0;0.0;7.0;5.0;2.0;82.0;28.24;Q;R;;105477;ARG;Marco Trungelliti;186.0;306.0;;279;125.0;R32;4-6 6-3 6-2;Clay;20180430;2018-7163;A;Istanbul;66.0;41.0;17.0;13.0;3.0;13.0;9.0;4.0;104.0;22.05;Q;R;;111200;SWE;Elias Ymer;135.0;418.0;;0
3;36.0;19.0;8.0;10.0;0.0;8.0;3.0;1.0;54.0;31.35;;R;178.0;104327;BEL;Steve Darcis;67.0;731.0;;22;;QF;6-3 6-4;Clay;20150720;2015-316;A;Bastad;36.0;22.0;13.0;9.0;1.0;5.0;3.0;2.0;56.0;29.55;;R;180.0;104655;URU;Pablo Cuevas;25.0;1297.0;3.0;1
3;36.0;27.0;18.0;11.0;8.0;4.0;2.0;4.0;72.0;30.85;;R;196.0;104607;CZE;Tomas Berdych;8.0;3490.0;5.0;297;120.0;QF;7-6(6) 6-4;Hard;20160725;2016-0421;M;Canada Masters;42.0;33.0;22.0;11.0;3.0;8.0;7.0;5.0;86.0;29.18;;R;188.0;104925;SRB;Novak Djokovic;1.0;15040.0;1.0;1
3;46.0;40.0;11.0;11.0;3.0;1.0;1.0;1.0;66.0;31.81;Q;R;188.0;104273;FRA;Edouard Roger Vasselin;168.0;308.0;;12;;R32;6-4 7-6(2);Hard;20150921;2015-341;A;Metz;51.0;32.0;16.0;11.0;8.0;5.0;4.0;3.0;76.0;28.31;Q;L;203.0;104932;FRA;Kenny De Schepper;141.0;383.0;;0
3;53.0;36.0;17.0;10.0;10.0;11.0;10.0;2.0;86.0;20.75;;R;;106432;CRO;Borna Coric;50.0;921.0;;252;111.0;R64;6-3 7-6(5);Hard;20170814;2017-M024;M;Cincinnati Masters;38.0;32.0;23.0;11.0;4.0;3.0;3.0;4.0;79.0;25.47;;R;185.0;105932;RUS;Nikoloz Basilashvili;65.0;739.0;;1
3;35.0;22.0;8.0;9.0;5.0;12.0;7.0;2.0;61.0;34.86;;R;190.0;104312;ITA;Andreas Seppi;37.0;1106.0;;283;75.0;R32;7-5 6-1;Hard;20181231;2019-0451;A;Doha;30.0;22.0;18.0;10.0;10.0;5.0;3.0;3.0;59.0;21.2;;R;;126094;RUS;Andrey Rublev;68.0;760.0;;1
3;75.0;47.0;22.0;16.0;4.0;17.0;11.0;0.0;125.0;28.66;;R;180.0;105583;SRB;Dusan Lajovic;43.0;1010.0;;272;157.0;R32;6-7(3) 6-2 7-5;Hard;20190225;2019-M004;A;Acapulco;50.0;38.0;28.0;16.0;14.0;9.0;6.0;7.0;106.0;37.43;;L;188.0;103852;ESP;Feliciano Lopez;73.0;745.0;;1
3;59.0;36.0;18.0;15.0;2.0;10.0;5.0;5.0;93.0;22.12;Q;R;;106234;RUS;Aslan Karatsev;207.0;240.0;;18;;R16;7-6(3) 2-6 6-4;Hard;20151019;2015-438;A;Moscow;53.0;36.0;20.0;15.0;6.0;17.0;11.0;2.0;97.0;32.01;;R;178.0;104259;GER;Philipp Kohlschreiber;34.0;1165.0;4.0;1
5;55.0;48.0;24.0;16.0;12.0;3.0;2.0;6.0;96.0;31.34;;L;188.0;104547;ARG;Horacio Zeballos;71.0;736.0;;141;123.0;R128;6-3 6-4 7-6(7);Hard;20160829;2016-560;G;US Open;69.0;49.0;16.0;15.0;5.0;6.0;3.0;2.0;103.0;32.9;;R;190.0;104252;GER;Florian Mayer;58.0;813.0;;0
3;28.0;25.0;8.0;8.0;3.0;1.0;1.0;2.0;41.0;32.09;;R;180.0;104655;URU;Pablo Cuevas;32.0;1380.0;;1;55.0;RR;6-1 6-3;Hard;20180203;2018-M-DC-2018-G2-AM-M-ESA-URU-01;D;Davis Cup G2 R1: ESA vs URU;44.0;26.0;8.0;8.0;1.0;8.0;4.0;6.0;68.0;23.18;;U;;108763;ESA;Alberto Emmanuel Alvarado Larin;;;;0
3;54.0;41.0;17.0;14.0;6.0;7.0;3.0;3.0;88.0;28.71;;L;188.0;105064;BRA;Thomaz Bellucci;79.0;680.0;;4;113.0;RR;6-3 6-7(4) 6-2;Hard;20160916;2016-M-DC-2016-WG-PO-BEL-BRA-01;D;Davis Cup WG PO: BEL vs BRA;49.0;44.0;19.0;15.0;12.0;1.0;1.0;0.0;78.0;23.41;;R;;106167;BEL;Joris De Loore;190.0;298.0;;1
3;40.0;23.0;9.0;8.0;1.0;9.0;5.0;5.0;64.0;30.51;;L;188.0;105077;ESP;Albert Ramos;40.0;1065.0;;272;83.0;R32;6-3 6-2;Clay;20180723;2018-0414;A;Hamburg;29.0;20.0;14.0;9.0;1.0;3.0;2.0;0.0;49.0;31.19;;R;188.0;104919;ARG;Leonardo Mayer;36.0;1197.0;;1
5;90.0;60.0;25.0;21.0;3.0;18.0;10.0;2.0;152.0;30.12;;R;183.0;105138;ESP;Roberto Bautista Agut;13.0;2120.0;13.0;206;228.0;R32;6-4 6-7(6) 7-6(4) 6-2;Clay;20180528;2018-520;G;Roland Garros;81.0;56.0;26.0;21.0;10.0;8.0;3.0;3.0;128.0;31.02;;R;188.0;104925;SRB;Novak Djokovic;22.0;1665.0;20.0;1
3;57.0;47.0;11.0;15.0;18.0;1.0;0.0;0.0;75.0;28.13;Q;L;190.0;105614;USA;Bradley Klahn;104.0;560.0;;259;77.0;R64;4-6 6-4 6-3;Hard;20181008;2018-5014;M;Shanghai Masters;56.0;35.0;17.0;14.0;14.0;7.0;5.0;5.0;82.0;23.45;;R;193.0;106401;AUS;Nick Kyrgios;38.0;1170.0;;0
3;63.0;54.0;17.0;16.0;11.0;4.0;4.0;1.0;90.0;29.75;Q;L;190.0;104999;GER;Mischa Zverev;33.0;1165.0;;288;120.0;R16;6-4 6-7(5) 6-3;Clay;20170522;2017-0322;A;Geneva;74.0;49.0;15.0;15.0;9.0;3.0;1.0;0.0;98.0;32.07;;R;206.0;104545;USA;John Isner;22.0;2020.0;4.0;0
3;42.0;28.0;18.0;10.0;11.0;7.0;6.0;2.0;72.0;27.66;;R;188.0;105449;USA;Steve Johnson;46.0;1000.0;6.0;277;76.0;R32;6-4 6-3;Hard;20170821;2017-6242;A;Winston-Salem;34.0;22.0;9.0;9.0;4.0;7.0;4.0;5.0;53.0;34.02;;R;180.0;104229;TPE;Yen Hsun Lu;61.0;790.0;;0
3;54.0;43.0;21.0;16.0;15.0;4.0;2.0;0.0;89.0;26.8;;R;163.0;105676;BEL;David Goffin;12.0;2650.0;2.0;300;123.0;F;6-4 6-7(5) 6-3;Hard;20170925;2017-6967;A;Shenzhen;46.0;33.0;25.0;15.0;10.0;9.0;5.0;3.0;89.0;28.88;;R;180.0;105238;UKR;Alexandr Dolgopolov;53.0;921.0;5.0;0
3;33.0;26.0;23.0;12.0;2.0;2.0;1.0;1.0;71.0;31.16;;R;180.0;104735;GER;Tobias Kamke;185.0;283.0;;288;109.0;R16;7-6(5) 7-5;Grass;20170717;2017-0315;A;Newport;54.0;37.0;13.0;12.0;2.0;2.0;0.0;3.0;81.0;29.05;;L;183.0;105173;FRA;Adrian Mannarino;41.0;1006.0;3.0;0
5;;;;;;;;;;23.5;;U;;105954;HUN;Peter Nagy;611.0;47.0;;1;;RR;6-4 6-0 6-3;Clay;20150918;2015-D063;D;Davis Cup G2 R3: BUL vs HUN;;;;;;;;;;28.06;;R;;105004;BUL;Dimitar Kutrovsky;307.0;149.0;;0
3;40.0;26.0;21.0;14.0;7.0;20.0;12.0;7.0;97.0;33.14;LL;R;180.0;104386;SRB;Janko Tipsarevic;69.0;710.0;;278;145.0;R32;6-4 6-7(5) 6-1;Hard;20170814;2017-M024;M;Cincinnati Masters;58.0;41.0;13.0;15.0;6.0;9.0;4.0;8.0;94.0;35.37;;R;175.0;103970;ESP;David Ferrer;31.0;1345.0;;1
3;67.0;45.0;18.0;16.0;8.0;8.0;4.0;1.0;99.0;17.32;LL;R;;126207;USA;Francis Tiafoe;291.0;162.0;;1;122.0;R32;6-7(5) 7-5 6-2;Clay;20150517;2015-6120;A;Nice;56.0;44.0;25.0;16.0;4.0;5.0;4.0;4.0;95.0;23.32;;R;183.0;105902;AUS;James Duckworth;88.0;589.0;;1
5;47.0;37.0;19.0;13.0;6.0;2.0;2.0;2.0;77.0;33.89;;R;185.0;103819;SUI;Roger Federer;2.0;9665.0;2.0;96;;R64;6-4 6-2 6-2;Grass;20150629;2015-540;G;Wimbledon;45.0;32.0;15.0;13.0;7.0;12.0;7.0;2.0;79.0;27.73;;R;198.0;105023;USA;Sam Querrey;36.0;1140.0;;0
5;61.0;49.0;13.0;17.0;15.0;6.0;2.0;2.0;93.0;30.05;;R;180.0;104655;URU;Pablo Cuevas;41.0;1065.0;;178;118.0;R64;6-4 7-5 7-6;Hard;20160118;2016-580;G;Australian Open;62.0;49.0;22.0;18.0;19.0;7.0;5.0;1.0;96.0;20.73;;R;193.0;106401;AUS;Nick Kyrgios;30.0;1260.0;29.0;1
3;69.0;55.0;31.0;17.0;8.0;6.0;5.0;3.0;119.0;25.61;;R;180.0;105583;SRB;Dusan Lajovic;79.0;688.0;;291;140.0;R16;7-6(10) 4-6 7-6(6);Clay;20160208;2016-0506;A;Buenos Aires;72.0;64.0;17.0;17.0;15.0;0.0;0.0;2.0;102.0;30.79;;R;206.0;104545;USA;John Isner;12.0;2585.0;4.0;0
5;87.0;62.0;30.0;22.0;18.0;13.0;9.0;5.0;153.0;29.66;;R;198.0;105227;CRO;Marin Cilic;4.0;4950.0;3.0;221;230.0;QF;7-6(5) 5-7 6-3 7-5;Clay;20180528;2018-520;G;Roland Garros;87.0;69.0;29.0;23.0;19.0;11.0;8.0;2.0;141.0;29.68;;R;198.0;105223;ARG;Juan Martin Del Potro;6.0;4450.0;5.0;1
3;44.0;27.0;11.0;9.0;5.0;6.0;3.0;2.0;66.0;27.79;;R;188.0;105732;FRA;Pierre Hugues Herbert;55.0;903.0;;294;71.0;QF;6-2 6-4;Hard;20181231;2019-0451;A;Doha;32.0;29.0;8.0;9.0;6.0;2.0;2.0;0.0;48.0;33.29;WC;R;196.0;104607;CZE;Tomas Berdych;71.0;715.0;;1
5;43.0;34.0;18.0;11.0;7.0;4.0;4.0;4.0;72.0;22.92;;R;;106421;RUS;Daniil Medvedev;19.0;1865.0;15.0;107;107.0;R128;6-1 6-2 6-1;Hard;20190114;2019-580;G;Australian Open;46.0;27.0;7.0;11.0;6.0;17.0;10.0;4.0;74.0;21.89;Q;R;;144750;RSA;Lloyd George Muirhead Harris;119.0;472.0;;0
3;24.0;12.0;15.0;8.0;2.0;11.0;7.0;1.0;52.0;24.34;SE;R;;105952;ARG;Renzo Olivo;109.0;547.0;;291;77.0;R16;6-4 6-1;Clay;20160718;2016-0439;A;Umag;25.0;18.0;21.0;9.0;0.0;6.0;5.0;5.0;59.0;29.15;;R;178.0;104926;ITA;Fabio Fognini;39.0;1170.0;4.0;1
3;88.0;56.0;25.0;15.0;4.0;20.0;17.0;2.0;138.0;30.34;;R;183.0;105062;KAZ;Mikhail Kukushkin;96.0;634.0;;280;162.0;R32;7-6(8) 3-6 6-3;Clay;20180430;2018-0308;A;Munich;69.0;50.0;14.0;15.0;10.0;10.0;7.0;2.0;108.0;31.08;WC;R;188.0;104897;GER;Matthias Bachinger;163.0;336.0;;1
3;51.0;41.0;13.0;11.0;18.0;2.0;2.0;3.0;73.0;30.59;;R;196.0;104460;GER;Dustin Brown;80.0;614.0;;14;;R32;7-6(4) 6-3;Grass;20150713;2015-315;A;Newport;39.0;28.0;20.0;10.0;8.0;6.0;5.0;4.0;75.0;28.54;Q;L;;104847;SUI;Adrien Bossel;282.0;168.0;;0
3;32.0;22.0;13.0;10.0;4.0;4.0;1.0;2.0;62.0;23.47;LL;R;;106075;SVK;Jozef Kovalik;139.0;413.0;;286;69.0;R16;6-3 6-4;Clay;20160425;2016-0308;A;Munich;30.0;18.0;9.0;9.0;3.0;7.0;2.0;1.0;57.0;28.69;Q;R;190.0;104997;NED;Igor Sijsling;131.0;434.0;;0
3;34.0;27.0;19.0;10.0;12.0;2.0;1.0;4.0;65.0;31.52;;R;188.0;104542;FRA;Jo Wilfried Tsonga;15.0;2160.0;6.0;289;89.0;R16;7-6(6) 6-2;Hard;20161024;2016-0337;A;Vienna;36.0;24.0;18.0;10.0;4.0;6.0;3.0;3.0;67.0;33.02;;R;178.0;104259;GER;Philipp Kohlschreiber;33.0;1315.0;;0
5;84.0;55.0;22.0;20.0;9.0;15.0;9.0;9.0;133.0;34.78;;L;188.0;104269;ESP;Fernando Verdasco;32.0;1330.0;31.0;173;203.0;R64;7-5 2-6 6-4 6-4;Hard;20180827;2018-560;G;Us Open;62.0;43.0;21.0;20.0;5.0;10.0;3.0;6.0;112.0;31.29;;R;190.0;104918;GBR;Andy Murray;382.0;110.0;;0
3;44.0;25.0;6.0;10.0;1.0;13.0;8.0;1.0;61.0;24.39;Q;R;;106249;POR;Joao Domingues;194.0;279.0;;286;68.0;R16;7-5 6-1;Clay;20180226;2018-0533;A;Sao Paulo;33.0;26.0;9.0;9.0;0.0;2.0;1.0;2.0;49.0;30.76;;R;178.0;104926;ITA;Fabio Fognini;20.0;1985.0;2.0;1
3;33.0;21.0;3.0;9.0;1.0;6.0;1.0;0.0;51.0;26.31;;R;185.0;105311;POR;Joao Sousa;51.0;881.0;;27;;F;6-4 6-1;Clay;20150720;2015-439;A;Umag;27.0;21.0;8.0;8.0;1.0;1.0;0.0;0.0;36.0;21.88;;R;185.0;106233;AUT;Dominic Thiem;26.0;1235.0;4.0;1
5;74.0;50.0;26.0;17.0;1.0;6.0;4.0;2.0;118.0;31.27;;R;188.0;104925;SRB;Novak Djokovic;6.0;4445.0;6.0;226;196.0;F;6-3 7-6(4) 6-3;Hard;20180827;2018-560;G;Us Open;57.0;38.0;16.0;14.0;6.0;7.0;3.0;1.0;89.0;29.92;;R;198.0;105223;ARG;Juan Martin Del Potro;3.0;5500.0;3.0;0
5;72.0;58.0;16.0;18.0;7.0;7.0;5.0;1.0;98.0;25.67;;R;188.0;105777;BUL;Grigor Dimitrov;15.0;2135.0;15.0;219;144.0;R16;2-6 7-6(2) 6-2 6-1;Hard;20170116;2017-580;G;Australian Open;73.0;48.0;14.0;17.0;14.0;7.0;3.0;1.0;104.0;30.36;;R;188.0;104797;UZB;Denis Istomin;117.0;498.0;;0
3;64.0;43.0;20.0;15.0;3.0;12.0;8.0;6.0;106.0;28.03;LL;L;203.0;104932;FRA;Kenny De Schepper;158.0;334.0;;12;;R32;6-4 6-7(5) 6-3;Grass;20150608;2015-440;A;s-Hertogenbosch;58.0;39.0;31.0;16.0;2.0;7.0;5.0;2.0;103.0;34.05;;L;183.0;103781;AUT;Jurgen Melzer;109.0;480.0;;1
3;30.0;25.0;10.0;9.0;7.0;4.0;2.0;7.0;50.0;30.35;Q;R;188.0;104871;FRA;Jeremy Chardy;80.0;660.0;;286;62.0;R16;6-1 7-6(4);Grass;20170619;2017-0311;A;Queen's Club;37.0;35.0;10.0;10.0;12.0;0.0;0.0;3.0;56.0;35.75;;L;188.0;103852;ESP;Feliciano Lopez;32.0;1220.0;;1
3;44.0;31.0;19.0;14.0;4.0;5.0;2.0;3.0;73.0;33.11;;R;180.0;104655;URU;Pablo Cuevas;78.0;706.0;;297;109.0;QF;4-6 6-4 6-3;Clay;20190211;2019-0506;A;Buenos Aires;66.0;48.0;12.0;15.0;4.0;8.0;6.0;3.0;89.0;25.44;;R;185.0;106233;AUT;Dominic Thiem;8.0;3960.0;1.0;1
3;58.0;38.0;10.0;10.0;14.0;11.0;10.0;0.0;76.0;30.14;;R;206.0;104545;USA;John Isner;18.0;1845.0;;26;;QF;7-6(5) 6-3;Grass;20150615;2015-311;A;Queen's Club;42.0;38.0;10.0;11.0;11.0;0.0;0.0;0.0;60.0;29.34;;R;193.0;104678;SRB;Viktor Troicki;25.0;1354.0;;1
3;50.0;30.0;12.0;13.0;1.0;13.0;7.0;3.0;78.0;23.14;WC;R;;106105;BRA;Guilherme Clezar;173.0;317.0;;272;108.0;R32;3-6 6-4 6-1;Clay;20160222;2016-0533;A;Sao Paulo;41.0;30.0;20.0;13.0;9.0;8.0;4.0;6.0;84.0;30.54;;R;185.0;104593;ESP;Daniel Gimeno Traver;99.0;582.0;;1
3;31.0;17.0;11.0;9.0;3.0;7.0;3.0;1.0;54.0;26.21;;R;;105292;COL;Alejandro Gonzalez;106.0;507.0;;2;67.0;R32;6-3 6-3;Clay;20150427;2015-7290;A;Estoril;35.0;26.0;10.0;9.0;4.0;3.0;2.0;1.0;52.0;23.16;;R;185.0;105936;SRB;Filip Krajinovic;104.0;514.0;;1
3;47.0;31.0;24.0;11.0;6.0;7.0;6.0;5.0;82.0;26.32;LL;R;185.0;105932;RUS;Nikoloz Basilashvili;85.0;667.0;;271;90.0;R32;6-4 7-6(5);Grass;20180618;2018-0500;A;Halle;44.0;32.0;15.0;11.0;9.0;6.0;4.0;5.0;75.0;17.64;WC;R;;200484;GER;Rudolf Molleker;286.0;189.0;;0
3;63.0;47.0;21.0;15.0;9.0;4.0;3.0;2.0;101.0;29.8;;R;183.0;104620;ITA;Simone Bolelli;71.0;715.0;;20;;R16;6-1 6-7(5) 6-4;Clay;20150727;2015-414;A;Hamburg;48.0;32.0;21.0;14.0;3.0;6.0;2.0;1.0;86.0;18.23;WC;U;;144719;ESP;Jaume Munar;683.0;36.0;;0
5;93.0;65.0;36.0;26.0;10.0;14.0;7.0;3.0;167.0;28.8;;R;190.0;104918;GBR;Andy Murray;2.0;8765.0;;4;294.0;RR;7-5 7-6(6) 3-6 4-6 6-3;Hard;20160304;2016-M-DC-2016-WG-M-GBR-JPN-01;D;Davis Cup WG R1: GBR vs JPN;111.0;75.0;32.0;26.0;5.0;19.0;12.0;7.0;185.0;26.18;;R;178.0;105453;JPN;Kei Nishikori;6.0;4030.0;;0
3;57.0;39.0;16.0;16.0;8.0;9.0;4.0;1.0;95.0;21.95;;R;;106432;CRO;Borna Coric;13.0;2460.0;11.0;292;148.0;R16;6-7(3) 6-2 7-5;Hard;20181029;2018-0352;M;Paris Masters;43.0;33.0;28.0;16.0;14.0;2.0;0.0;2.0;88.0;25.15;;R;185.0;106233;AUT;Dominic Thiem;8.0;3825.0;6.0;1
5;97.0;67.0;33.0;22.0;5.0;10.0;8.0;8.0;155.0;23.01;;L;;106210;CZE;Jiri Vesely;50.0;915.0;;4;208.0;RR;4-6 7-6(3) 6-4 7-5;Hard;20160715;2016-M-DC-2016-WG-M-FRA-CZE-01;D;Davis Cup WG QF: FRA vs CZE;90.0;73.0;22.0;22.0;8.0;4.0;3.0;2.0;124.0;31.24;;R;188.0;104542;FRA;Jo Wilfried Tsonga;10.0;2995.0;;1
5;106.0;78.0;20.0;25.0;10.0;9.0;5.0;2.0;150.0;27.2;;R;188.0;105732;FRA;Pierre Hugues Herbert;87.0;680.0;;177;206.0;R64;2-6 6-3 6-2 3-6 9-7;Clay;20180528;2018-520;G;Roland Garros;101.0;69.0;28.0;25.0;6.0;14.0;9.0;8.0;157.0;31.29;;R;188.0;104871;FRA;Jeremy Chardy;86.0;680.0;;0
5;;;;;;;;;;27.81;;R;190.0;104918;GBR;Andy Murray;5.0;5370.0;;1;;RR;6-1 6-1 4-6 6-2;Hard;20150306;2015-D002;D;Davis Cup WG R1: GBR vs USA;;;;;;;;;;25.62;;L;183.0;105385;USA;Donald Young;47.0;929.0;;0
3;9.0;6.0;4.0;1.0;1.0;2.0;2.0;0.0;19.0;28.79;;R;188.0;104797;UZB;Denis Istomin;92.0;550.0;;45;;SF;1-2 RET;Grass;20150621;2015-741;A;Nottingham;6.0;4.0;2.0;2.0;0.0;1.0;0.0;1.0;12.0;30.01;;R;183.0;104571;CYP;Marcos Baghdatis;59.0;797.0;;0
5;83.0;61.0;36.0;25.0;11.0;15.0;10.0;6.0;150.0;26.04;;R;196.0;105332;FRA;Benoit Paire;71.0;698.0;;46;179.0;R128;5-7 6-3 4-6 6-4 6-2;Clay;20150524;2015-520;G;Roland Garros;82.0;55.0;42.0;24.0;6.0;14.0;7.0;7.0;165.0;24.5;Q;R;178.0;105671;POR;Gastao Elias;152.0;342.0;;0
3;32.0;26.0;10.0;9.0;5.0;0.0;0.0;0.0;43.0;29.35;;R;180.0;104655;URU;Pablo Cuevas;24.0;1502.0;;24;77.0;R64;6-3 6-2;Clay;20150510;2015-416;M;Rome Masters;32.0;19.0;17.0;8.0;2.0;8.0;5.0;1.0;66.0;33.4;WC;R;183.0;103893;ITA;Paolo Lorenzi;94.0;543.0;;0
3;50.0;29.0;17.0;11.0;4.0;14.0;8.0;9.0;92.0;18.53;WC;R;;200000;CAN;Felix Auger Aliassime;104.0;540.0;;300;120.0;F;6-3 7-5;Clay;20190218;2019-6932;A;Rio De Janeiro;23.0;14.0;19.0;10.0;1.0;4.0;1.0;3.0;56.0;23.72;;R;;111513;SRB;Laslo Djere;90.0;627.0;;1
3;38.0;25.0;11.0;10.0;3.0;5.0;2.0;1.0;62.0;34.65;;R;183.0;103893;ITA;Paolo Lorenzi;41.0;1110.0;;134;89.0;R32;7-6(2) 6-2 ;Hard;20160808;2016-O16;A;Rio Olympics;41.0;31.0;12.0;10.0;4.0;3.0;2.0;3.0;58.0;28.32;;R;183.0;105138;ESP;Roberto Bautista Agut;17.0;1970.0;10.0;1
3;60.0;39.0;17.0;14.0;6.0;12.0;8.0;3.0;94.0;27.36;Q;L;188.0;105064;BRA;Thomaz Bellucci;68.0;714.0;;41;120.0;R16;5-7 6-2 6-3;Clay;20150510;2015-416;M;Rome Masters;51.0;42.0;12.0;15.0;2.0;2.0;0.0;0.0;73.0;27.97;;R;188.0;104925;SRB;Novak Djokovic;1.0;13845.0;1.0;1
3;52.0;47.0;21.0;12.0;13.0;2.0;2.0;3.0;82.0;37.16;;R;208.0;103333;CRO;Ivo Karlovic;31.0;1235.0;3.0;288;107.0;R16;7-6(11) 7-6(7);Clay;20160425;2016-7163;A;Istanbul;65.0;56.0;12.0;12.0;11.0;0.0;0.0;1.0;85.0;25.82;;R;180.0;105583;SRB;Dusan Lajovic;69.0;748.0;;0
3;33.0;24.0;13.0;10.0;0.0;2.0;1.0;1.0;49.0;27.02;;L;190.0;105373;SVK;Martin Klizan;28.0;1428.0;7.0;273;80.0;R32;6-2 7-5;Clay;20160718;2016-0439;A;Umag;34.0;24.0;12.0;10.0;7.0;9.0;5.0;4.0;66.0;25.13;Q;R;;105782;ESP;Enrique Lopez Perez;196.0;278.0;;0
3;70.0;48.0;11.0;15.0;1.0;6.0;3.0;3.0;93.0;34.22;;R;183.0;104122;ARG;Carlos Berlocq;62.0;792.0;;248;134.0;R64;2-6 7-6(4) 6-3;Clay;20170424;2017-0425;A;Barcelona;47.0;38.0;14.0;14.0;8.0;4.0;1.0;2.0;79.0;30.93;;R;203.0;104731;RSA;Kevin Anderson;66.0;730.0;;1
3;43.0;30.0;14.0;11.0;7.0;6.0;2.0;7.0;78.0;34.49;;R;185.0;103908;FRA;Paul Henri Mathieu;66.0;780.0;;279;101.0;R32;6-4 7-6(5);Clay;20160711;2016-0414;A;Hamburg;31.0;22.0;10.0;11.0;5.0;5.0;0.0;3.0;59.0;26.0;;L;;105589;AUT;Gerald Melzer;108.0;575.0;;0
3;50.0;36.0;7.0;9.0;3.0;8.0;6.0;2.0;71.0;27.41;;R;188.0;105229;CAN;Philip Bester;274.0;187.0;;4;81.0;RR;6-1 7-6(4);Clay;20160304;2016-M-DC-2016-WG-M-CAN-FRA-01;D;Davis Cup WG R1: CAN vs FRA;31.0;26.0;19.0;10.0;6.0;0.0;0.0;2.0;56.0;29.71;;R;185.0;104755;FRA;Richard Gasquet;10.0;2715.0;;1
3;46.0;30.0;11.0;10.0;1.0;7.0;5.0;0.0;67.0;26.77;Q;R;185.0;105539;RUS;Evgeny Donskoy;132.0;446.0;;287;98.0;R16;6-2 7-6(4);Hard;20170213;2017-0407;A;Rotterdam;52.0;38.0;17.0;10.0;11.0;4.0;4.0;2.0;82.0;25.91;Q;R;188.0;105732;FRA;Pierre Hugues Herbert;109.0;530.0;;1
