best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;28.0;16.0;10.0;7.0;1.0;9.0;4.0;2.0;56.0;31.29;;R;183.0;104468;FRA;Gilles Simon;18.0;1900.0;15.0;288;82.0;R16;6-1 6-2;Clay;20160411;2016-0410;M;Monte Carlo Masters;30.0;19.0;15.0;8.0;2.0;8.0;7.0;0.0;58.0;31.04;;R;183.0;104527;SUI;Stanislas Wawrinka;4.0;6370.0;4.0;1
3;31.0;25.0;11.0;9.0;2.0;0.0;0.0;0.0;46.0;29.15;;R;178.0;104926;ITA;Fabio Fognini;39.0;1170.0;4.0;300;68.0;F;6-4 6-1;Clay;20160718;2016-0439;A;Umag;32.0;18.0;6.0;8.0;0.0;6.0;3.0;0.0;45.0;26.83;;R;180.0;105413;SVK;Andrej Martin;124.0;481.0;;0
3;34.0;24.0;12.0;9.0;5.0;5.0;3.0;4.0;58.0;33.38;Q;R;190.0;103917;FRA;Nicolas Mahut;97.0;549.0;;15;;R16;6-2 6-4;Grass;20150608;2015-440;A;s-Hertogenbosch;31.0;21.0;4.0;9.0;1.0;8.0;3.0;5.0;51.0;27.15;;R;183.0;105138;ESP;Roberto Bautista Agut;21.0;1705.0;3.0;0
3;57.0;36.0;13.0;15.0;5.0;11.0;6.0;1.0;84.0;26.8;;R;;105806;BIH;Mirza Basic;90.0;669.0;;290;122.0;R16;4-6 6-3 7-5;Clay;20180430;2018-0308;A;Munich;51.0;38.0;18.0;16.0;7.0;9.0;5.0;5.0;87.0;28.8;Q;L;190.0;105373;SVK;Martin Klizan;122.0;451.0;;1
3;43.0;36.0;17.0;15.0;1.0;5.0;1.0;6.0;92.0;29.22;Q;R;175.0;105065;USA;Tim Smyczek;166.0;356.0;;199;136.0;R128;3-6 6-4 7-6(3);Hard;20170320;2017-M007;M;Miami Masters;62.0;40.0;21.0;16.0;1.0;11.0;6.0;5.0;102.0;26.84;;L;185.0;105550;ARG;Guido Pella;158.0;375.0;;1
5;71.0;49.0;17.0;15.0;15.0;12.0;9.0;6.0;109.0;30.67;;R;188.0;104919;ARG;Leonardo Mayer;52.0;929.0;;201;158.0;R64;6-3 6-4 7-6(4);Hard;20180115;2018-580;G;Australian Open;69.0;55.0;15.0;16.0;4.0;5.0;4.0;1.0;94.0;31.62;;L;185.0;104745;ESP;Rafael Nadal;1.0;10600.0;1.0;1
3;41.0;34.0;7.0;12.0;5.0;4.0;1.0;7.0;64.0;30.43;Q;R;193.0;104660;UKR;Sergiy Stakhovsky;100.0;590.0;;292;106.0;R16;4-6 7-5 2-0 RET;Grass;20160613;2016-0500;A;Halle;54.0;36.0;22.0;12.0;6.0;14.0;12.0;5.0;95.0;25.52;;R;163.0;105676;BEL;David Goffin;11.0;2735.0;5.0;1
3;29.0;24.0;7.0;9.0;6.0;5.0;2.0;4.0;52.0;27.57;;L;;105589;AUT;Gerald Melzer;98.0;545.0;;294;78.0;QF;6-2 6-4;Clay;20180205;2018-7161;A;Quito;33.0;28.0;10.0;9.0;1.0;1.0;1.0;2.0;52.0;30.05;;L;188.0;105077;ESP;Albert Ramos;21.0;1925.0;2.0;1
3;13.0;9.0;5.0;3.0;2.0;2.0;1.0;2.0;26.0;18.12;;U;;144854;LAT;Rudolfs Mednis;;;;4;36.0;RR;5-2 RET;Hard;20160304;2016-M-DC-2016-G2-EPA-M-MON-LAT-01;D;Davis Cup G2 R1: MON vs LAT;14.0;9.0;8.0;4.0;1.0;0.0;0.0;2.0;25.0;19.52;;R;;200031;MON;Lucas Catarina;793.0;27.0;;1
5;78.0;63.0;33.0;21.0;16.0;4.0;4.0;7.0;127.0;24.68;;R;196.0;105683;CAN;Milos Raonic;10.0;2880.0;10.0;69;;R64;6-2 6-4 6-7(5) 7-6(1);Hard;20150831;2015-560;G;US Open;85.0;62.0;24.0;21.0;15.0;7.0;4.0;5.0;127.0;31.79;;L;188.0;104269;ESP;Fernando Verdasco;42.0;1020.0;;0
3;60.0;41.0;15.0;14.0;0.0;7.0;4.0;2.0;89.0;24.61;;L;190.0;105643;ARG;Federico Delbonis;74.0;687.0;;25;113.0;SF;6-3 2-6 6-4;Clay;20150517;2015-322;A;Geneva;56.0;41.0;15.0;13.0;4.0;4.0;2.0;2.0;89.0;26.13;;R;185.0;105311;POR;Joao Sousa;50.0;903.0;6.0;1
3;42.0;30.0;8.0;10.0;5.0;4.0;2.0;1.0;62.0;27.56;;R;;105806;BIH;Mirza Basic;99.0;589.0;;2;87.0;RR;6-3 7-6(0);Hard;20190201;2019-M-DC-2019-QLS-M-AUS-BIH-01;D;Davis Cup QLS R1: AUS vs BIH;58.0;44.0;10.0;11.0;5.0;8.0;7.0;2.0;76.0;19.96;;R;;200282;AUS;Alex De Minaur;28.0;1443.0;;1
3;47.0;34.0;14.0;11.0;2.0;7.0;5.0;1.0;73.0;31.93;WC;R;178.0;104259;GER;Philipp Kohlschreiber;33.0;1140.0;5.0;3;;R32;7-6(5) 6-3;Hard;20150921;2015-341;A;Metz;44.0;25.0;13.0;10.0;2.0;10.0;7.0;0.0;64.0;26.27;;R;183.0;105357;AUS;John Millman;74.0;686.0;;0
3;29.0;22.0;15.0;9.0;7.0;0.0;0.0;1.0;51.0;33.0;;R;178.0;104259;GER;Philipp Kohlschreiber;32.0;1315.0;3.0;295;76.0;QF;6-4 6-2;Hard;20161017;2016-M014;A;Moscow;36.0;22.0;11.0;9.0;3.0;6.0;3.0;5.0;58.0;28.8;;L;188.0;105064;BRA;Thomaz Bellucci;62.0;771.0;;0
3;33.0;17.0;14.0;8.0;1.0;8.0;5.0;4.0;59.0;28.92;;R;173.0;105216;JPN;Yuichi Sugita;43.0;1045.0;10.0;283;66.0;R32;6-3 6-2;Hard;20170821;2017-6242;A;Winston-Salem;22.0;18.0;18.0;9.0;12.0;0.0;0.0;2.0;48.0;19.81;WC;R;;126203;USA;Taylor Harry Fritz;116.0;484.0;;1
3;34.0;26.0;11.0;8.0;2.0;2.0;2.0;2.0;51.0;28.62;;R;188.0;104925;SRB;Novak Djokovic;1.0;16585.0;1.0;293;69.0;R16;6-2 6-2;Hard;20160104;2016-0451;A;Doha;33.0;19.0;6.0;8.0;4.0;8.0;4.0;2.0;52.0;32.14;;L;188.0;104269;ESP;Fernando Verdasco;49.0;900.0;;0
3;58.0;39.0;28.0;15.0;4.0;6.0;4.0;6.0;103.0;26.02;Q;R;185.0;105539;RUS;Evgeny Donskoy;78.0;713.0;;272;127.0;R32;7-6(5) 4-6 6-3;Clay;20160516;2016-0322;A;Geneva;58.0;45.0;23.0;16.0;10.0;4.0;2.0;2.0;96.0;32.16;;R;193.0;104330;USA;Rajeev Ram;73.0;732.0;;1
3;54.0;39.0;29.0;14.0;2.0;11.0;9.0;13.0;104.0;22.89;Q;R;;105952;ARG;Renzo Olivo;265.0;182.0;;8;139.0;R32;7-6(5) 3-6 6-1;Clay;20150202;2015-7161;A;Quito;56.0;39.0;27.0;14.0;1.0;10.0;7.0;9.0;108.0;24.74;;R;185.0;105539;RUS;Evgeny Donskoy;129.0;423.0;;0
3;37.0;31.0;22.0;10.0;17.0;6.0;6.0;4.0;78.0;33.9;;L;188.0;103852;ESP;Feliciano Lopez;23.0;1530.0;;38;;R32;7-6(6) 6-2;Hard;20150816;2015-422;M;Cincinnati Masters;28.0;19.0;23.0;10.0;4.0;4.0;2.0;2.0;62.0;31.48;;R;190.0;104312;ITA;Andreas Seppi;25.0;1430.0;;0
3;73.0;43.0;25.0;15.0;5.0;16.0;12.0;3.0;119.0;30.17;;R;183.0;105062;KAZ;Mikhail Kukushkin;88.0;638.0;;283;131.0;R32;6-2 6-7(5) 6-3;Hard;20180226;2018-0495;A;Dubai;58.0;44.0;20.0;14.0;16.0;3.0;3.0;1.0;86.0;19.54;WC;R;;126774;GRE;Stefanos Tsitsipas;82.0;678.0;;1
3;49.0;27.0;15.0;12.0;2.0;8.0;4.0;2.0;80.0;22.21;;R;;106421;RUS;Daniil Medvedev;50.0;1019.0;8.0;278;105.0;R32;7-6(1) 7-5;Clay;20180430;2018-7290;A;Estoril;46.0;34.0;13.0;12.0;2.0;5.0;2.0;1.0;70.0;29.08;;R;185.0;105311;POR;Joao Sousa;68.0;805.0;;1
3;36.0;25.0;6.0;10.0;4.0;7.0;3.0;2.0;56.0;31.2;;L;185.0;104745;ESP;Rafael Nadal;2.0;7555.0;1.0;297;80.0;QF;6-2 7-5;Hard;20170814;2017-M024;M;Cincinnati Masters;35.0;30.0;11.0;10.0;10.0;3.0;2.0;5.0;56.0;22.3;;R;193.0;106401;AUS;Nick Kyrgios;23.0;1770.0;;1
3;49.0;36.0;2.0;10.0;10.0;13.0;9.0;7.0;66.0;20.51;;R;198.0;100644;GER;Alexander Zverev;5.0;4400.0;1.0;297;92.0;QF;7-6(6) 6-2;Hard;20171023;2017-0337;A;Vienna;37.0;28.0;15.0;10.0;10.0;3.0;1.0;1.0;68.0;32.52;;R;188.0;104542;FRA;Jo Wilfried Tsonga;15.0;2490.0;8.0;1
3;40.0;34.0;12.0;11.0;4.0;2.0;1.0;4.0;61.0;28.68;;R;188.0;104871;FRA;Jeremy Chardy;29.0;1390.0;6.0;19;;R16;6-3 7-6(2);Hard;20151019;2015-429;A;Stockholm;44.0;31.0;14.0;10.0;2.0;6.0;4.0;2.0;77.0;25.04;;L;190.0;105643;ARG;Federico Delbonis;55.0;811.0;;0
3;79.0;53.0;15.0;15.0;8.0;10.0;8.0;1.0;107.0;22.39;;R;193.0;106071;AUS;Bernard Tomic;35.0;1150.0;32.0;82;125.0;R16;6-4 4-6 6-4;Hard;20150312;2015-404;M;Indian Wells Masters;51.0;39.0;17.0;15.0;10.0;6.0;3.0;1.0;88.0;18.92;WC;R;;106423;AUS;Thanasi Kokkinakis;124.0;448.0;;0
3;54.0;43.0;19.0;16.0;10.0;4.0;2.0;1.0;88.0;22.81;;U;;126610;ITA;Matteo Berrettini;53.0;904.0;;299;136.0;SF;5-7 7-5 6-3;Hard;20190204;2019-7434;A;Sofia;58.0;45.0;27.0;17.0;6.0;7.0;6.0;4.0;106.0;26.99;;R;;105916;HUN;Marton Fucsovics;47.0;959.0;;1
5;105.0;73.0;28.0;24.0;12.0;25.0;19.0;8.0;172.0;28.85;;R;185.0;105011;UKR;Illya Marchenko;84.0;679.0;;4;248.0;RR;3-6 6-3 3-6 7-5 6-3;Hard;20160715;2016-M-DC-2016-G1-EPA-M-UKR-AUT-01;D;Davis Cup G1 R2: UKR vs AUT;89.0;70.0;24.0;24.0;16.0;13.0;8.0;9.0;144.0;35.15;;L;183.0;103781;AUT;Jurgen Melzer;414.0;98.0;;1
3;35.0;33.0;11.0;10.0;10.0;0.0;0.0;1.0;54.0;26.03;;R;;105815;USA;Tennys Sandgren;106.0;511.0;;251;88.0;R64;7-6(2) 6-3;Hard;20170731;2017-M035;A;Washington;53.0;34.0;18.0;11.0;0.0;6.0;4.0;0.0;87.0;32.9;;R;178.0;104424;JPN;Go Soeda;138.0;397.0;;0
5;66.0;50.0;23.0;20.0;8.0;8.0;4.0;2.0;113.0;27.16;;R;163.0;105676;BEL;David Goffin;7.0;3460.0;;4;155.0;RR;7-5 6-4 3-6 6-2;Hard;20180202;2018-M-DC-2018-WG-M-HUN-BEL-01;D;Davis Cup WG R1: HUN vs BEL;64.0;44.0;20.0;19.0;10.0;11.0;5.0;5.0;109.0;25.98;;R;;105916;HUN;Marton Fucsovics;63.0;844.0;;0
5;78.0;61.0;24.0;20.0;21.0;12.0;9.0;6.0;131.0;36.7;;R;183.0;103893;ITA;Paolo Lorenzi;94.0;603.0;;107;192.0;R128;4-6 6-4 7-5 6-1;Hard;20180827;2018-560;G;Us Open;68.0;46.0;30.0;19.0;10.0;15.0;9.0;4.0;134.0;23.63;;R;;106378;GBR;Kyle Edmund;16.0;1935.0;16.0;0
3;49.0;38.0;13.0;11.0;7.0;9.0;8.0;4.0;80.0;20.85;;R;198.0;100644;GER;Alexander Zverev;5.0;4450.0;2.0;286;90.0;R16;7-6(6) 6-3;Hard;20180226;2018-M004;A;Acapulco;29.0;23.0;14.0;10.0;4.0;2.0;0.0;5.0;57.0;28.62;;R;185.0;105376;GER;Peter Gojowczyk;51.0;971.0;;0
3;40.0;33.0;13.0;11.0;8.0;2.0;0.0;3.0;69.0;28.64;;R;198.0;105223;ARG;Juan Martin Del Potro;34.0;1125.0;;287;114.0;R16;7-6(4) 6-3;Clay;20170515;2017-M009;M;Rome Masters;37.0;24.0;14.0;10.0;1.0;5.0;2.0;1.0;64.0;27.38;;R;178.0;105453;JPN;Kei Nishikori;9.0;3470.0;7.0;0
5;51.0;30.0;11.0;13.0;1.0;13.0;6.0;4.0;88.0;33.6;;R;185.0;104291;TUN;Malek Jaziri;80.0;650.0;;175;120.0;R64;6-1 7-6(1) 6-1;Hard;20170828;2017-560;G;US Open;61.0;43.0;19.0;13.0;5.0;9.0;6.0;1.0;96.0;28.21;;R;183.0;105357;AUS;John Millman;235.0;220.0;;1
5;51.0;41.0;20.0;16.0;10.0;9.0;5.0;8.0;96.0;24.31;;R;183.0;105992;USA;Ryan Harrison;120.0;509.0;;130;138.0;R128;6-4 7-6(5) 6-3;Hard;20160829;2016-560;G;US Open;64.0;35.0;26.0;15.0;4.0;17.0;10.0;9.0;114.0;28.17;;L;183.0;105173;FRA;Adrian Mannarino;54.0;826.0;;0
3;47.0;33.0;8.0;9.0;6.0;13.0;9.0;5.0;76.0;26.84;;R;;105526;GER;Jan Lennard Struff;59.0;786.0;;279;67.0;R32;6-4 6-2;Hard;20170227;2017-0495;A;Dubai;28.0;23.0;11.0;9.0;8.0;1.0;0.0;2.0;48.0;26.37;Q;R;193.0;105657;ROU;Marius Copil;124.0;467.0;;1
3;25.0;22.0;15.0;9.0;5.0;1.0;0.0;0.0;49.0;28.57;WC;R;183.0;105357;AUS;John Millman;127.0;456.0;;271;80.0;R32;7-6(4) 6-0;Hard;20180108;2018-M001;A;Sydney;34.0;22.0;11.0;9.0;5.0;9.0;5.0;6.0;65.0;18.43;Q;U;;200615;AUS;Alexei Popyrin;621.0;43.0;;0
3;28.0;26.0;10.0;9.0;6.0;0.0;0.0;1.0;48.0;28.64;;R;188.0;104919;ARG;Leonardo Mayer;35.0;1150.0;8.0;292;71.0;R16;6-2 6-4;Hard;20160104;2016-0451;A;Doha;38.0;25.0;8.0;9.0;2.0;5.0;2.0;0.0;56.0;29.95;;R;180.0;104665;ESP;Pablo Andujar;64.0;770.0;;0
3;65.0;44.0;21.0;12.0;6.0;11.0;8.0;5.0;111.0;23.9;WC;R;;105952;ARG;Renzo Olivo;151.0;391.0;;271;132.0;R32;7-6(9) 7-5;Clay;20160208;2016-0506;A;Buenos Aires;44.0;27.0;18.0;12.0;4.0;7.0;3.0;4.0;77.0;25.95;Q;L;;105487;ARG;Facundo Bagnis;97.0;589.0;;0
5;73.0;54.0;33.0;19.0;12.0;10.0;7.0;13.0;139.0;25.52;;R;185.0;105723;RUS;Andrey Kuznetsov;47.0;988.0;;118;176.0;R128;6-4 3-6 6-1 7-6(6);Hard;20160829;2016-560;G;US Open;61.0;48.0;31.0;19.0;8.0;17.0;12.0;10.0;130.0;28.67;;L;188.0;105064;BRA;Thomaz Bellucci;65.0;760.0;;0
3;28.0;17.0;18.0;10.0;8.0;12.0;9.0;3.0;62.0;28.42;;R;;105032;AUS;Samuel Groth;77.0;691.0;;266;76.0;R64;7-5 6-2;Hard;20160321;2016-M007;M;Miami Masters;37.0;28.0;13.0;10.0;3.0;0.0;0.0;3.0;55.0;22.55;;R;185.0;106233;AUT;Dominic Thiem;14.0;2510.0;14.0;1
3;53.0;37.0;14.0;14.0;7.0;9.0;5.0;2.0;88.0;22.62;Q;R;;106378;GBR;Kyle Edmund;45.0;1007.0;;298;112.0;SF;1-6 7-5 6-3;Hard;20170821;2017-6242;A;Winston-Salem;54.0;34.0;19.0;14.0;2.0;11.0;7.0;4.0;90.0;25.25;;R;172.0;106000;BIH;Damir Dzumhur;67.0;725.0;;1
3;60.0;35.0;6.0;14.0;3.0;9.0;4.0;3.0;79.0;24.26;;R;;106121;JPN;Taro Daniel;113.0;499.0;;295;116.0;QF;5-7 6-2 6-3;Clay;20170501;2017-7290;A;Estoril;50.0;40.0;14.0;15.0;8.0;5.0;2.0;1.0;80.0;33.98;;L;193.0;104180;LUX;Gilles Muller;28.0;1425.0;3.0;1
3;41.0;35.0;16.0;11.0;5.0;4.0;3.0;4.0;73.0;23.02;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;75.0;675.0;;14;;R64;6-4 7-6(8);Hard;20150823;2015-6242;A;Winston-Salem;40.0;34.0;19.0;11.0;10.0;9.0;7.0;5.0;85.0;30.04;;R;185.0;104593;ESP;Daniel Gimeno Traver;76.0;669.0;;0
3;33.0;18.0;6.0;8.0;4.0;7.0;2.0;4.0;51.0;18.4;;R;;207836;PAK;Muzammil Murtaza;1770.0;1.0;;5;50.0;RR;6-3 6-1;Grass;20180406;2018-M-DC-2018-G1-AO-M-PAK-UZB-01;D;Davis Cup G1 R2: PAK vs UZB;25.0;20.0;12.0;8.0;8.0;5.0;4.0;3.0;46.0;19.44;;U;;126939;UZB;Khumoun Sultanov;906.0;14.0;;1
3;30.0;18.0;16.0;8.0;9.0;6.0;3.0;5.0;62.0;29.67;;R;196.0;105332;FRA;Benoit Paire;55.0;890.0;;283;57.0;R32;6-3 6-2;Hard;20190107;2019-0301;A;Auckland;42.0;33.0;7.0;9.0;2.0;4.0;4.0;1.0;53.0;23.38;WC;L;;111815;GBR;Cameron Norrie;93.0;616.0;;1
5;83.0;62.0;27.0;21.0;21.0;5.0;3.0;8.0;128.0;27.83;;R;190.0;104890;AUT;Andreas Haider Maurer;79.0;651.0;;67;142.0;R64;6-4 7-6(4) 4-6 6-4;Hard;20150119;2015-580;G;Australian Open;69.0;63.0;23.0;21.0;27.0;2.0;1.0;3.0;100.0;29.73;;R;206.0;104545;USA;John Isner;21.0;1685.0;19.0;1
3;44.0;36.0;9.0;12.0;8.0;7.0;5.0;2.0;64.0;31.08;;R;196.0;104586;CZE;Lukas Rosol;82.0;690.0;;247;97.0;R64;6-4 1-6 6-1;Hard;20160822;2016-6242;A;Winston-Salem;42.0;28.0;22.0;12.0;4.0;12.0;9.0;4.0;85.0;36.05;;R;173.0;103607;DOM;Victor Estrella;84.0;682.0;;0
3;50.0;36.0;13.0;11.0;6.0;7.0;5.0;2.0;73.0;30.54;;L;190.0;104999;GER;Mischa Zverev;53.0;952.0;;251;95.0;R64;6-4 7-5;Hard;20180305;2018-M006;M;Indian Wells Masters;47.0;37.0;18.0;11.0;14.0;5.0;5.0;2.0;81.0;30.41;;R;198.0;105023;USA;Sam Querrey;21.0;2095.0;18.0;1
3;49.0;38.0;19.0;15.0;5.0;9.0;4.0;3.0;93.0;20.35;;R;;126203;USA;Taylor Harry Fritz;74.0;714.0;;291;131.0;R16;6-2 6-7(6) 6-4;Hard;20180305;2018-M006;M;Indian Wells Masters;57.0;45.0;15.0;15.0;9.0;3.0;1.0;1.0;81.0;21.3;;R;;106432;CRO;Borna Coric;49.0;1026.0;;1
3;20.0;16.0;16.0;8.0;2.0;0.0;0.0;3.0;42.0;20.79;;R;;111577;USA;Jared Donaldson;59.0;790.0;8.0;278;57.0;R32;6-3 6-1;Hard;20170724;2017-6116;A;Atlanta;33.0;17.0;9.0;8.0;2.0;6.0;2.0;5.0;50.0;21.05;;R;;124014;USA;Ernesto Escobedo;69.0;690.0;;0
3;36.0;23.0;9.0;9.0;1.0;9.0;5.0;3.0;60.0;23.85;;L;;106329;BRA;Thiago Monteiro;125.0;450.0;;4;85.0;RR;6-3 6-3;Hard;20180406;2018-M-DC-2018-G1-AM-M-COL-BRA-01;D;Davis Cup G1 R2: COL vs BRA;33.0;25.0;10.0;9.0;2.0;3.0;2.0;0.0;51.0;21.8;;U;;123755;COL;Daniel Elahi Galan Riveros;257.0;198.0;;1
3;63.0;53.0;12.0;15.0;19.0;8.0;7.0;3.0;94.0;24.1;;R;185.0;106233;AUT;Dominic Thiem;7.0;3925.0;5.0;277;109.0;R32;6-3 3-6 7-6(5);Hard;20171009;2017-5014;M;Shanghai Masters;57.0;48.0;18.0;15.0;12.0;2.0;1.0;4.0;91.0;31.66;;R;193.0;104678;SRB;Viktor Troicki;54.0;895.0;;1
3;49.0;37.0;24.0;14.0;6.0;14.0;12.0;6.0;100.0;30.34;SE;R;190.0;105132;EST;Jurgen Zopp;96.0;596.0;;273;120.0;R32;6-4 3-6 6-3;Clay;20180730;2018-0319;A;Kitzbuhel;47.0;33.0;26.0;14.0;11.0;7.0;6.0;4.0;85.0;23.12;;L;;109739;GER;Maximilian Marterer;47.0;997.0;6.0;1
3;29.0;25.0;27.0;14.0;7.0;2.0;0.0;4.0;71.0;33.13;;R;185.0;104291;TUN;Malek Jaziri;53.0;883.0;;277;100.0;R32;6-4 3-6 6-3;Hard;20170306;2017-M006;M;Indian Wells Masters;39.0;29.0;22.0;14.0;7.0;6.0;3.0;0.0;74.0;19.35;WC;R;;126203;USA;Taylor Harry Fritz;136.0;426.0;;0
3;32.0;25.0;10.0;9.0;2.0;4.0;2.0;5.0;53.0;31.16;;R;180.0;104735;GER;Tobias Kamke;185.0;283.0;;275;67.0;R32;6-3 6-3;Grass;20170717;2017-0315;A;Newport;29.0;19.0;8.0;9.0;3.0;7.0;2.0;5.0;57.0;19.72;;R;;126203;USA;Taylor Harry Fritz;120.0;457.0;;0
3;64.0;51.0;10.0;12.0;6.0;1.0;1.0;2.0;83.0;28.45;;R;188.0;104925;SRB;Novak Djokovic;1.0;15785.0;1.0;41;;QF;7-6(3) 7-6(8);Hard;20151102;2015-352;M;Paris Masters;51.0;41.0;15.0;12.0;8.0;1.0;1.0;1.0;86.0;30.12;;R;196.0;104607;CZE;Tomas Berdych;5.0;4730.0;5.0;0
3;33.0;27.0;12.0;9.0;4.0;2.0;2.0;1.0;54.0;27.49;;R;183.0;105138;ESP;Roberto Bautista Agut;23.0;1510.0;;14;;R64;6-2 6-3;Hard;20151011;2015-5014;M;Shanghai Masters;27.0;16.0;13.0;8.0;3.0;7.0;4.0;6.0;52.0;32.35;;R;188.0;104198;ESP;Guillermo Garcia Lopez;28.0;1420.0;;0
3;35.0;20.0;7.0;7.0;1.0;12.0;8.0;2.0;57.0;24.58;LL;R;183.0;106296;FRA;Gregoire Barrere;155.0;373.0;;291;57.0;R16;6-0 6-3;Hard;20180917;2018-0341;A;Metz;27.0;25.0;9.0;8.0;5.0;1.0;1.0;2.0;44.0;31.46;Q;R;188.0;104897;GER;Matthias Bachinger;166.0;340.0;;1
3;62.0;45.0;18.0;16.0;9.0;7.0;3.0;1.0;97.0;27.53;;R;183.0;105138;ESP;Roberto Bautista Agut;24.0;1465.0;7.0;7;;R32;7-6(1) 4-6 6-4;Hard;20151026;2015-573;A;Valencia;57.0;43.0;20.0;16.0;7.0;9.0;5.0;10.0;105.0;30.18;WC;R;183.0;104597;ESP;Nicolas Almagro;73.0;694.0;;0
5;68.0;43.0;14.0;17.0;3.0;15.0;9.0;5.0;103.0;27.18;;U;;105528;GBR;Alexander Ward;869.0;17.0;;157;122.0;R128;4-6 6-3 6-2 6-1;Grass;20170703;2017-540;G;Wimbledon;48.0;42.0;27.0;17.0;8.0;2.0;1.0;5.0;97.0;22.48;;R;;106378;GBR;Kyle Edmund;50.0;898.0;;1
3;39.0;29.0;14.0;10.0;0.0;5.0;4.0;3.0;60.0;29.35;;R;183.0;105138;ESP;Roberto Bautista Agut;15.0;2425.0;1.0;293;83.0;R16;6-3 6-4;Hard;20170821;2017-6242;A;Winston-Salem;28.0;21.0;14.0;9.0;5.0;8.0;5.0;2.0;58.0;32.18;;R;183.0;104571;CYP;Marcos Baghdatis;82.0;645.0;;0
3;32.0;24.0;25.0;10.0;0.0;7.0;6.0;3.0;78.0;31.29;;R;183.0;104468;FRA;Gilles Simon;18.0;1900.0;15.0;249;106.0;R64;6-3 6-4;Clay;20160411;2016-0410;M;Monte Carlo Masters;41.0;26.0;9.0;9.0;3.0;7.0;4.0;1.0;60.0;30.17;;R;193.0;104678;SRB;Viktor Troicki;24.0;1580.0;;0
3;39.0;28.0;25.0;13.0;4.0;8.0;5.0;0.0;84.0;30.45;Q;R;180.0;104500;IND;Somdev Devvarman;147.0;359.0;;8;;R32;6-1 3-6 6-4;Hard;20150727;2015-6116;A;Atlanta;34.0;31.0;20.0;13.0;7.0;1.0;0.0;2.0;68.0;18.8;Q;R;;111577;USA;Jared Donaldson;156.0;321.0;;1
3;35.0;18.0;12.0;9.0;0.0;11.0;6.0;1.0;62.0;30.0;;U;;105085;UKR;Artem Smirnov;505.0;66.0;;5;100.0;RR;6-4 6-2;Hard;20180202;2018-M-DC-2018-G1-EPA-M-UKR-SWE-01;D;Davis Cup G1 R1: UKR vs SWE;36.0;26.0;13.0;9.0;0.0;4.0;2.0;5.0;62.0;19.4;;R;;144707;SWE;Mikael Ymer;396.0;100.0;;1
5;60.0;40.0;12.0;14.0;0.0;10.0;6.0;2.0;85.0;27.4;;R;175.0;105065;USA;Tim Smyczek;73.0;688.0;;8;113.0;R128;6-4 6-4 6-2;Clay;20150524;2015-520;G;Roland Garros;48.0;42.0;20.0;14.0;9.0;10.0;10.0;6.0;84.0;29.02;;R;203.0;104731;RSA;Kevin Anderson;17.0;1970.0;15.0;1
3;24.0;15.0;13.0;10.0;2.0;7.0;1.0;3.0;57.0;24.21;;R;163.0;105676;BEL;David Goffin;21.0;1659.0;8.0;9;71.0;R32;6-2 7-5;Hard;20150223;2015-495;A;Dubai;28.0;22.0;12.0;10.0;4.0;7.0;4.0;9.0;60.0;29.69;WC;R;183.0;104571;CYP;Marcos Baghdatis;62.0;788.0;;1
3;31.0;22.0;11.0;9.0;5.0;2.0;0.0;0.0;50.0;25.16;WC;R;;106034;JPN;Yasutaka Uchiyama;214.0;242.0;;293;73.0;R16;6-3 6-4;Hard;20171002;2017-0329;A;Tokyo;34.0;30.0;11.0;10.0;14.0;1.0;1.0;1.0;54.0;29.01;;R;198.0;105227;CRO;Marin Cilic;5.0;4155.0;1.0;1
3;47.0;32.0;16.0;11.0;0.0;3.0;2.0;1.0;74.0;29.34;;R;178.0;104926;ITA;Fabio Fognini;43.0;1020.0;7.0;289;81.0;R16;7-6(3) 6-4;Hard;20160926;2016-6967;A;Shenzhen;47.0;39.0;10.0;11.0;10.0;2.0;2.0;2.0;62.0;29.1;Q;L;190.0;104999;GER;Mischa Zverev;120.0;510.0;;1
3;29.0;24.0;15.0;11.0;9.0;2.0;0.0;2.0;55.0;29.72;;R;185.0;105041;SVK;Lukas Lacko;129.0;424.0;;294;73.0;QF;7-5 6-4;Hard;20170724;2017-6116;A;Atlanta;44.0;38.0;7.0;11.0;13.0;1.0;1.0;0.0;58.0;32.24;;R;206.0;104545;USA;John Isner;20.0;2045.0;2.0;1
